iteration,execution_ms,iteration_difference_ms
94,0.038623,9.99978
95,0.036735,10.0002
96,0.03571,10.0005
97,0.040958,9.99952
98,0.039902,10.0002
99,0.041214,9.99933
100,0.04435,10.0009
101,0.040991,10.0004
102,0.041951,10
103,0.040606,9.99901
104,0.039998,10.0003
105,0.03827,10.0006
106,0.042174,10.0003
107,0.038943,9.99965
108,0.039807,9.99959
109,0.040255,10.0001
110,0.038047,10.0031
111,0.03971,9.99773
112,0.038654,9.99863
113,0.042462,10.0017
114,0.039614,9.99882
115,0.039391,10
116,0.050366,10.0024
117,0.042079,9.99965
118,0.045502,9.99911
119,0.047486,10.0002
120,0.044094,10.0002
121,0.04083,9.99888
122,0.036735,9.99927
123,0.040927,9.99968
124,0.042591,10.0037
125,0.04147,9.99655
126,0.04355,9.99917
127,0.038558,10.0022
128,0.041118,9.99875
129,0.039871,10.0001
130,0.039231,9.99994
131,0.038815,10
132,0.039934,9.99978
133,0.042014,9.99991
134,0.040862,10.001
135,0.039902,10.0005
136,0.037951,9.99879
137,0.040607,9.99997
138,0.043103,10.0008
139,0.041214,9.99869
140,0.039806,10.0009
141,0.04051,10.003
142,0.04211,10
143,0.042782,9.99936
144,0.034495,9.99754
145,0.038239,9.99834
146,0.041406,10.0017
147,0.039806,9.99959
148,0.039358,10.0007
149,0.035551,9.99923
150,0.038431,10.0001
151,0.039135,9.99923
152,0.040991,10.0013
153,0.090524,10.0169
154,0.14505,9.98602
155,0.170457,10.0258
156,0.112603,9.97124
157,0.34165,10.0034
158,0.131611,9.99319
159,0.079773,10.0074
160,0.057822,9.99936
161,0.059357,9.99712
162,0.053374,10.0012
163,0.04819,9.99869
164,0.051518,10.0011
165,0.053566,9.99955
166,0.043071,9.99936
167,0.044831,10.0001
168,0.045886,10.0005
169,0.045694,9.99885
170,0.043198,10.0008
171,0.046526,9.99965
172,0.046782,9.99933
173,0.050142,10.0016
174,0.051006,9.99981
175,0.044638,9.99904
176,0.046974,10.0034
177,0.046334,9.9961
178,0.05123,10.0009
179,0.048702,10.0005
180,0.04787,9.99731
181,0.048382,10.0041
182,0.04835,10.0006
183,0.04787,9.99667
184,0.051358,10.0018
185,0.047326,9.99978
186,0.049342,9.99949
187,0.047454,9.99706
188,0.04867,10.004
189,0.051358,10.003
190,0.04307,9.99501
191,0.05123,10.0032
192,0.044542,9.9968
193,0.042974,10.0009
194,0.046814,10.0007
195,0.046878,9.99927
196,0.048638,10.0005
197,0.04723,9.99949
198,0.043422,9.99949
199,0.049278,9.99795
200,0.048478,10.0026
201,0.048094,9.99799
202,0.047742,10.0048
203,0.046239,9.99667
204,0.045631,10.0037
205,0.047038,9.99626
206,0.049022,10.0002
207,0.04563,9.9985
208,0.047742,10.0046
209,0.043583,9.99504
210,0.047486,10.0044
211,0.046078,9.99591
212,0.043166,9.99885
213,0.046494,10.0021
214,0.048926,10.0001
215,0.048382,10.0011
216,0.04467,9.99866
217,0.04307,10.0037
218,0.04883,9.99671
219,0.049182,10.0006
220,0.04691,9.99927
221,0.04723,10.0003
222,0.04819,9.99927
223,0.049118,10.0037
224,0.045118,9.99722
225,0.04179,9.99715
226,0.047358,10.0005
227,0.04803,10.0025
228,0.043102,9.99882
229,0.048798,10.0011
230,0.042174,10.0005
231,0.042847,9.99789
232,0.048606,9.9985
233,0.045822,10.0014
234,0.043103,10.0059
235,0.048734,9.99568
236,0.048446,10.0005
237,0.046654,9.99712
238,0.04643,10.002
239,0.042591,9.99975
240,0.046335,10.0001
241,0.047006,10.0037
242,0.045054,9.99709
243,0.046814,10.0002
244,0.047742,10.0002
245,0.04755,9.99904
246,0.043678,9.99946
247,0.049502,10.0045
248,0.050909,9.99658
249,0.048286,10.0004
250,0.047582,9.9992
251,0.045406,10.0031
252,0.047262,9.9969
253,0.043358,10.0033
254,0.043711,9.99706
255,0.043871,10.0024
256,0.050621,9.99747
257,0.045022,10.0033
258,0.047614,9.99658
259,0.047134,10.0035
260,0.04515,9.99469
261,0.043806,10.0054
262,0.047518,9.99642
263,0.043006,9.99917
264,0.047486,10.0008
265,0.044574,9.99968
266,0.049214,9.99959
267,0.044222,10.0006
268,0.04307,9.99965
269,0.051038,10.0046
270,0.046014,9.99504
271,0.042783,10.0036
272,0.044606,9.99674
273,0.044574,10.0029
274,0.04483,10.0005
275,0.04339,9.99603
276,0.04627,10.0045
277,0.044638,10.0009
278,0.04483,9.99568
279,0.044702,10.0029
280,0.047006,9.9969
281,0.049278,10.0005
282,0.049598,9.99987
283,0.043806,10.0023
284,0.046782,9.99677
285,0.045087,10.0021
286,0.046078,9.99824
287,0.044894,10.0007
288,0.048254,10.0027
289,0.044254,9.99463
290,0.048766,10.0056
291,0.04899,9.99968
292,0.046591,9.99623
293,0.044702,10.0002
294,0.041758,10.0005
295,0.043998,9.99933
296,0.047454,9.99923
297,0.04323,10.0015
298,0.045246,10.0003
299,0.047902,10.0016
300,0.046719,9.99792
301,0.048062,10.0035
302,0.046718,9.99635
303,0.046302,10.0021
304,0.044606,9.99834
305,0.046718,10.0033
306,0.05155,9.99949
307,0.045599,9.99514
308,0.046111,10.0046
309,0.046046,9.99792
310,0.045886,10.0026
311,0.049054,9.99735
312,0.045214,9.99783
313,0.043678,10.0014
314,0.047934,10.0031
315,0.044542,9.99472
316,0.04579,10.0019
317,0.047486,10.001
318,0.047966,9.99991
319,0.04611,10.0002
320,0.04931,9.99923
321,0.047966,9.99971
322,0.049182,10.0002
323,0.047391,10
324,0.047006,9.99991
325,0.043198,10.0006
326,0.045822,10.0005
327,0.046526,9.99959
328,0.048094,10.0022
329,0.047294,10.0004
330,0.040767,9.99626
331,0.047615,10.0011
332,0.047614,9.99959
333,0.046046,9.99981
334,0.04259,9.99831
335,0.045662,10.0016
336,0.046366,10.0004
337,0.048606,10.0011
338,0.049982,10.0035
339,0.046558,9.99543
340,0.043006,10.0011
341,0.046846,9.99895
342,0.043806,10.0009
343,0.04451,9.99786
344,0.04899,10.001
345,0.047838,9.99965
346,0.049086,10.0036
347,0.045694,9.99437
348,0.046398,10.0053
349,0.044062,9.99709
350,0.047742,10.003
351,0.042686,9.99693
352,0.04275,9.99959
353,0.043711,10.0003
354,0.048126,10.0044
355,0.047582,9.99943
356,0.046974,9.99562
357,0.044094,9.9992
358,0.047294,10.0026
359,0.041822,9.99914
360,0.046046,10.0005
361,0.045534,9.99939
362,0.047103,10.0003
363,0.04739,9.9992
364,0.047422,10.0009
365,0.043454,9.99952
366,0.044926,9.99965
367,0.042622,10.0006
368,0.044126,9.99984
369,0.046303,9.9992
370,0.045566,10.0015
371,0.044702,9.99907
372,0.048542,10.0004
373,0.04851,10.0024
374,0.04371,9.9969
375,0.046622,10.0001
376,0.048574,10.0008
377,0.045343,9.99939
378,0.048062,10.0007
379,0.041054,9.99946
380,0.043614,9.99971
381,0.049598,10.0002
382,0.04643,10.0037
383,0.046142,9.99975
384,0.045886,9.99584
385,0.04803,10.002
386,0.047582,9.99946
387,0.043838,10.002
388,0.047518,9.99578
389,0.047582,10.0031
390,0.046238,9.99818
391,0.043038,10.0033
392,0.042719,9.99709
393,0.045118,9.99949
394,0.047454,10.0031
395,0.047102,9.99747
396,0.047358,10.0042
397,0.046462,9.99549
398,0.046046,9.99991
399,0.045566,10.0033
400,0.043615,9.99671
401,0.043519,10.0011
402,0.045054,9.99888
403,0.04739,10.0033
404,0.046302,9.99696
405,0.046718,10.0033
406,0.049854,10.0001
407,0.047934,9.99546
408,0.04771,9.99952
409,0.045982,10.0019
410,0.04131,10.0001
411,0.04643,10.0001
412,0.043358,9.9985
413,0.046494,10.0005
414,0.042974,10.0033
415,0.045214,10.0014
416,0.044127,9.99568
417,0.044319,10.0005
418,0.04723,9.99927
419,0.045438,10.0037
420,0.04595,9.99715
421,0.042238,10.0005
422,0.044158,9.99885
423,0.04451,10.0034
424,0.043551,9.99754
425,0.042878,9.99808
426,0.043774,10.0015
427,0.047038,10.0013
428,0.04515,9.99882
429,0.045854,9.99927
430,0.045822,9.99952
431,0.046686,10.0011
432,0.047006,10.0002
433,0.047646,9.99773
434,0.042142,10.0004
435,0.047422,10.0026
436,0.04611,9.99885
437,0.047006,9.99997
438,0.043518,9.99875
439,0.046174,10.0014
440,0.042655,9.99757
441,0.04547,10.0016
442,0.04867,9.99885
443,0.046462,10.0025
444,0.043006,10.0024
445,0.042622,10.0003
446,0.04163,9.99738
447,0.046622,9.99984
448,0.043135,9.99834
449,0.048254,9.99939
450,0.042302,10.0023
451,0.045182,9.99907
452,0.045726,9.99987
453,0.040894,9.99802
454,0.04195,10.0061
455,0.046334,9.99546
456,0.04707,10.0003
457,0.040607,10.0003
458,0.044318,9.99799
459,0.046782,10.0051
460,0.04387,9.99517
461,0.047934,10.001
462,0.045886,10.0023
463,0.048478,9.99731
464,0.041823,10.0003
465,0.047358,9.99917
466,0.041598,9.99962
467,0.04195,10.0014
468,0.041662,9.99981
469,0.047614,9.99907
470,0.043678,10.0007
471,0.049342,9.99971
472,0.046526,9.99971
473,0.044863,10.001
474,0.042974,10.0009
475,0.04707,9.99763
476,0.047966,10.0009
477,0.04563,9.99936
478,0.043774,10
479,0.041279,9.99991
480,0.045887,9.99994
481,0.048862,10.0015
482,0.04611,9.99965
483,0.045342,9.99869
484,0.047166,10.0007
485,0.041726,10.0001
486,0.042782,10.0004
487,0.040447,10.0008
488,0.046335,9.99821
489,0.047199,10.0021
490,0.046686,10.0006
491,0.042046,9.99815
492,0.04163,10.0002
493,0.042622,9.99869
494,0.04515,10.0011
495,0.041983,9.99933
496,0.041343,10.002
497,0.046078,9.99757
498,0.043518,10.0009
499,0.04323,9.99917
500,0.041246,9.99984
501,0.044734,10.0057
502,0.044318,9.99427
503,0.042238,10.0055
504,0.045662,9.99533
505,0.042751,9.99949
506,0.042686,10.0022
507,0.043422,9.99757
508,0.04243,10.0025
509,0.047358,9.99994
510,0.042302,10.0037
511,0.046046,9.99949
512,0.045406,9.9969
513,0.041055,9.99968
514,0.044703,10.0004
515,0.043999,10.0029
516,0.042718,9.99747
517,0.044926,9.99952
518,0.046014,9.99962
519,0.047966,10.0008
520,0.04483,9.99898
521,0.043134,10.0011
522,0.041342,9.99751
523,0.04675,10.0018
524,0.048894,10.0003
525,0.048158,9.99971
526,0.046942,10.0038
527,0.042046,9.99626
528,0.04195,10.0002
529,0.046238,10.0006
530,0.04771,9.99994
531,0.045503,9.99965
532,0.04227,9.99978
533,0.046526,10.0001
534,0.048766,9.99965
535,0.04499,9.99847
536,0.046846,10.0013
537,0.04547,10.0007
538,0.043422,10.0027
539,0.045055,9.99754
540,0.050206,10.0028
541,0.042622,10
542,0.043006,9.99629
543,0.046622,10.0004
544,0.046046,10.0008
545,0.04499,9.9969
546,0.044638,10.0027
547,0.043198,10.0031
548,0.047455,9.99754
549,0.042238,9.99987
550,0.046686,9.99853
551,0.043262,10.0001
552,0.043966,9.99987
553,0.046526,10.0041
554,0.041471,9.99485
555,0.046494,10.0047
556,0.043551,9.99754
557,0.045406,9.99981
558,0.045662,9.99971
559,0.050046,10.0029
560,0.042846,10.0015
561,0.04083,9.99629
562,0.043102,9.99927
563,0.045438,10.0033
564,0.045758,9.99962
565,0.047006,9.99703
566,0.042846,10.0007
567,0.046174,9.99882
568,0.043614,9.99962
569,0.045214,10.0048
570,0.043294,9.99549
571,0.048158,9.99879
572,0.046398,10.0041
573,0.045438,9.99741
574,0.047262,10.001
575,0.041566,9.99783
576,0.04739,10.0017
577,0.046526,9.99904
578,0.047006,10.0003
579,0.047134,10.0003
580,0.050174,10.0014
581,0.045503,9.99792
582,0.048798,10.0013
583,0.041278,10.0001
584,0.046782,9.99943
585,0.046014,10.001
586,0.049086,9.99888
587,0.045982,10.0028
588,0.046046,9.99719
589,0.047454,10.0014
590,0.045726,9.99844
591,0.047998,10.0001
592,0.04227,10.0003
593,0.045086,9.99715
594,0.042782,10.0048
595,0.042462,9.99939
596,0.045822,9.99738
597,0.045727,9.99975
598,0.046687,10.0014
599,0.04243,9.99975
600,0.045822,10.0034
601,0.042782,9.99619
602,0.041886,10.001
603,0.048926,9.99952
604,0.04659,10.001
605,0.049534,9.99952
606,0.045662,10.0034
607,0.042206,9.99603
608,0.045598,10.0018
609,0.047262,9.99853
610,0.045438,10.0003
611,0.044766,9.99994
612,0.04627,10.0025
613,0.041662,9.99699
614,0.048798,9.99991
615,0.045215,10.0007
616,0.042846,9.99853
617,0.046206,9.99981
618,0.042814,10.0016
619,0.047806,10.0024
620,0.045438,9.99757
621,0.047614,9.99843
622,0.045054,10.0015
623,0.046974,9.99792
624,0.045919,10.0012
625,0.045694,10.0002
626,0.047614,9.99741
627,0.044126,10.0038
628,0.044382,9.99997
629,0.041854,9.9992
630,0.043038,9.99991
631,0.045662,10.0008
632,0.046046,9.99927
633,0.045182,9.99901
634,0.046334,10.0019
635,0.046078,9.99901
636,0.046814,10.0032
637,0.045822,9.99703
638,0.041758,10.0023
639,0.047358,10.001
640,0.042015,9.99607
641,0.04627,10.0015
642,0.043839,9.99943
643,0.047614,9.99997
644,0.047102,9.99939
645,0.04131,10.0033
646,0.041694,9.99693
647,0.045022,9.99885
648,0.04403,10.0028
649,0.047102,9.99863
650,0.042975,9.99975
651,0.04659,10
652,0.043198,9.99971
653,0.047454,9.99946
654,0.041726,9.99895
655,0.045534,10.0016
656,0.047006,10.0004
657,0.04979,10.003
658,0.047102,9.9968
659,0.041631,10.0001
660,0.045278,10.0007
661,0.047294,9.99898
662,0.049022,10.0006
663,0.046462,9.99975
664,0.04211,10.0032
665,0.049694,9.99664
666,0.045758,10.0013
667,0.045726,9.99866
668,0.042398,9.99859
669,0.044734,10.0013
670,0.040766,9.99927
671,0.046014,10.0021
672,0.046878,10.0016
673,0.047294,9.99632
674,0.045278,10.0008
675,0.045854,10.0002
676,0.048606,10.0009
677,0.042686,9.99779
678,0.041759,10.0049
679,0.051102,9.99635
680,0.046622,10.0022
681,0.048766,9.99773
682,0.042462,9.99991
683,0.041118,9.99991
684,0.048478,10.0004
685,0.048638,10.0031
686,0.044798,9.99671
687,0.042878,10.0003
688,0.047198,10.0003
689,0.045918,9.99971
690,0.04563,9.9992
691,0.043678,10.0009
692,0.045822,9.99927
693,0.041855,9.99955
694,0.047678,10.0013
695,0.04403,10
696,0.04083,9.99779
697,0.040254,10.0007
698,0.041598,10.0007
699,0.047134,9.99955
700,0.042302,10.0013
701,0.045566,9.99805
702,0.045406,10.0023
703,0.044287,9.99888
704,0.046942,9.99981
705,0.042782,10.0003
706,0.04307,10.0003
707,0.047422,10.0002
708,0.046174,10.0029
709,0.046846,9.99978
710,0.040735,9.99658
711,0.04931,10.002
712,0.046111,9.99786
713,0.049213,10.0005
714,0.048958,10.0008
715,0.04483,9.99847
716,0.048126,10.0007
717,0.04579,9.99994
718,0.043806,10.0032
719,0.045406,9.99664
720,0.041023,10.0012
721,0.044415,9.9984
722,0.043839,10.002
723,0.046878,9.99984
724,0.048158,9.99955
725,0.043454,9.99997
726,0.046686,9.99888
727,0.042654,10.0029
728,0.047838,10.0005
729,0.044766,9.99779
730,0.043902,10.0024
731,0.047007,9.99655
732,0.048414,10.0002
733,0.04963,9.99981
734,0.04595,9.99991
735,0.046142,10.0012
736,0.047774,9.99917
737,0.041982,10.0023
738,0.045374,9.9953
739,0.046334,10.0021
740,0.047519,9.99987
741,0.047102,10.0004
742,0.047934,10.0005
743,0.044862,9.99898
744,0.048638,10.0045
745,0.046046,9.99415
746,0.044542,10.001
747,0.04579,10.0021
748,0.045086,9.9993
749,0.043263,10.0024
750,0.04739,10.0009
751,0.047966,9.99623
752,0.044478,9.99978
753,0.042046,10.0002
754,0.044414,10.0036
755,0.045886,9.99629
756,0.045054,10.0018
757,0.046206,9.99837
758,0.043903,10.0007
759,0.04643,9.9992
760,0.047102,10.0001
761,0.045918,9.99971
762,0.041598,10.0003
763,0.04723,10.0007
764,0.043422,10.0026
765,0.047774,9.99853
766,0.047582,9.99671
767,0.041662,9.99959
768,0.04947,10.0003
769,0.047838,10
770,0.044542,10.0008
771,0.046878,9.99866
772,0.046206,10.0026
773,0.046078,10.0006
774,0.044862,9.99741
775,0.045342,10.0021
776,0.047134,9.99911
777,0.045854,10.0037
778,0.040158,9.99597
779,0.046718,10.0009
780,0.042366,9.99923
781,0.046686,10.0002
782,0.046782,10.0008
783,0.041502,10
784,0.047774,10.0007
785,0.042943,9.99965
786,0.050366,9.99997
787,0.045694,9.99962
788,0.042334,9.99933
789,0.04563,10.0047
790,0.046366,9.99511
791,0.042078,9.99955
792,0.045502,10.0006
793,0.050558,10.0037
794,0.047102,9.99696
795,0.047038,10.0027
796,0.046782,9.9946
797,0.047294,10.003
798,0.04323,9.99751
799,0.04371,10.004
800,0.046974,9.99904
801,0.045182,9.99789
802,0.041278,10.0013
803,0.041727,9.99927
804,0.047774,10.0035
805,0.047006,9.99677
806,0.048734,10.0021
807,0.041982,9.99776
808,0.044734,10.0006
809,0.04867,10.0001
810,0.044734,10.0033
811,0.043966,9.9953
812,0.039519,10.0013
813,0.046398,9.99975
814,0.041471,10.0019
815,0.045438,9.99776
816,0.043646,10.0009
817,0.04195,9.99843
818,0.04963,9.99984
819,0.047646,10.0018
820,0.041182,9.99965
821,0.043102,10.0029
822,0.041055,9.9969
823,0.046175,9.99907
824,0.046271,10.0009
825,0.04483,9.99792
826,0.042078,10.0029
827,0.042046,9.99981
828,0.045566,9.99853
829,0.042014,10.0006
830,0.041214,9.99901
831,0.042175,10.0008
832,0.043999,9.99991
833,0.046559,9.99965
834,0.043678,10.0008
835,0.046878,9.99955
836,0.046302,10.0006
837,0.045406,9.99955
838,0.042846,10.0022
839,0.041726,9.9992
840,0.046142,10.002
841,0.04627,9.99728
842,0.044735,9.99914
843,0.047998,10.0005
844,0.04707,9.99991
845,0.044766,10.0017
846,0.04595,9.99808
847,0.045982,9.99971
848,0.043934,10.0009
849,0.042622,10.0004
850,0.046302,9.99997
851,0.04547,9.99968
852,0.04643,10.0006
853,0.044735,9.99994
854,0.046078,9.99946
855,0.04691,9.99981
856,0.045822,9.99968
857,0.043998,10.0004
858,0.048926,10.0025
859,0.047294,9.99725
860,0.045726,10.0033
861,0.040895,9.99687
862,0.044447,9.99959
863,0.044159,10.0037
864,0.041694,9.9969
865,0.048638,10.0031
866,0.045502,9.99693
867,0.043166,9.99923
868,0.046078,9.99991
869,0.046686,10.0004
870,0.041119,10.0001
871,0.05075,9.99968
872,0.04515,10.0001
873,0.043614,9.99955
874,0.042462,10.0021
875,0.043966,9.99821
876,0.043294,10.0015
877,0.048446,9.99888
878,0.042878,10.0006
879,0.045022,10.0032
880,0.044126,9.99655
881,0.040735,9.99971
882,0.043486,9.99968
883,0.042142,9.99981
884,0.043582,10.0013
885,0.040542,9.99901
886,0.043678,10.0003
887,0.047294,10.0009
888,0.042814,9.9985
889,0.042879,10.0005
890,0.047742,10.0006
891,0.042526,9.99792
892,0.04483,10.0016
893,0.050301,10.0044
894,0.046878,9.99562
895,0.045118,9.99994
896,0.046686,9.99955
897,0.04563,10.0005
898,0.047838,10.0005
899,0.04851,10.0034
900,0.042399,9.99619
901,0.047455,9.99965
902,0.044222,9.99965
903,0.048478,10.0012
904,0.044414,9.99879
905,0.046942,10.0009
906,0.04435,9.99943
907,0.046718,10.0011
908,0.045438,9.99923
909,0.044094,10.0037
910,0.044958,9.99805
911,0.04979,10.0021
912,0.044927,10.0001
913,0.04435,9.99642
914,0.047006,10.0031
915,0.049662,9.99949
916,0.048862,9.99677
917,0.050686,10.0035
918,0.043134,9.99642
919,0.047134,9.99991
920,0.04659,10.0008
921,0.048862,9.9992
922,0.04675,10.0041
923,0.043134,9.9993
924,0.043998,9.99722
925,0.045342,10.0001
926,0.04723,10.0002
927,0.041566,10.0021
928,0.04643,9.99757
929,0.04259,10.003
930,0.04659,9.9969
931,0.049598,10.0026
932,0.044991,10.0014
933,0.044222,9.99984
934,0.040446,9.99629
935,0.04819,9.99962
936,0.043006,9.99952
937,0.047038,10.0009
938,0.044414,10.0002
939,0.042398,10
940,0.045086,10.0013
941,0.046718,9.99895
942,0.046974,9.99882
943,0.046878,10.0034
944,0.048126,9.99738
945,0.047774,9.99968
946,0.043358,10.0002
947,0.04739,10.0002
948,0.045374,9.99895
949,0.042206,10.0013
950,0.044894,10.0001
951,0.046111,9.99927
952,0.046943,10.0018
953,0.046974,9.99831
954,0.041822,10.0006
955,0.043838,9.9992
956,0.047838,10.0037
957,0.044094,9.99936
958,0.046622,9.99738
959,0.040702,10.0017
960,0.041566,10.0017
961,0.041247,9.99664
962,0.040894,10.0003
963,0.044766,9.99949
964,0.044926,10.0007
965,0.04067,9.99994
966,0.04243,10.0005
967,0.044606,9.99805
968,0.048254,10.0042
969,0.040063,9.99757
970,0.039263,10.0009
971,0.046271,9.99744
972,0.045695,10.0016
973,0.040863,10.0023
974,0.043198,9.99747
975,0.039934,9.99984
976,0.04147,9.99952
977,0.043486,10.0035
978,0.042814,9.99872
979,0.043358,9.9977
980,0.044318,10.0004
981,0.043519,10.0001
982,0.039934,9.99866
983,0.041438,9.99955
984,0.041694,10.0016
985,0.041854,10.0033
986,0.049118,9.9969
987,0.039902,10.0035
988,0.047294,9.99651
989,0.045854,9.99991
990,0.042015,9.99805
991,0.040991,10.0034
992,0.044479,10.0015
993,0.043262,9.99674
994,0.045662,10.003
995,0.045022,9.996
996,0.04483,10.0052
997,0.046494,9.99523
998,0.043006,10.0049
999,0.044478,9.99501
1000,0.042047,9.99936
1001,0.041599,10.0021
1002,0.041662,9.99799
1003,0.04067,10.0011
1004,0.041342,10.0012
1005,0.041726,10
1006,0.039902,9.99939
1007,0.039678,9.99962
1008,0.041086,10.0006
1009,0.040798,9.99831
1010,0.047262,10.0014
1011,0.046558,9.99888
1012,0.042879,9.99895
1013,0.047967,10.0024
1014,0.043998,9.99715
1015,0.04179,10.0023
1016,0.042142,9.99866
1017,0.046974,10.0015
1018,0.044414,9.99773
1019,0.040702,10.0003
1020,0.045182,10.0055
1021,0.040127,9.99472
1022,0.041023,10.0037
1023,0.045855,9.99888
1024,0.042431,10.0028
1025,0.045598,9.99632
1026,0.047486,10.0005
1027,0.04115,9.99731
1028,0.047518,10.0031
1029,0.042046,10.0027
1030,0.041246,9.99795
1031,0.041982,9.99821
1032,0.039742,10.0039
1033,0.042079,9.99418
1034,0.042271,10.0023
1035,0.039615,10.0033
1036,0.041726,9.99696
1037,0.043934,10.0029
1038,0.045182,9.99712
1039,0.041854,9.99975
1040,0.048094,10.0031
1041,0.04483,9.99683
1042,0.04483,9.99975
1043,0.040799,10.0003
1044,0.041503,10.0001
1045,0.039102,9.99812
1046,0.047742,10.0021
1047,0.04195,10.0032
1048,0.042974,9.99639
1049,0.042494,9.99975
1050,0.043102,10.0005
1051,0.04259,9.99984
1052,0.04147,9.9992
1053,0.042782,10.0007
1054,0.040223,9.99779
1055,0.046111,10.003
1056,0.041662,9.99984
1057,0.041534,9.99863
1058,0.041406,9.99971
1059,0.041342,9.99856
1060,0.041374,10.0033
1061,0.041022,9.99879
1062,0.04835,10.0006
1063,0.042047,9.99824
1064,0.042942,10.0052
1065,0.039807,9.99773
1066,0.040798,9.99728
1067,0.046334,10.0012
1068,0.040414,10.0004
1069,0.048574,9.99904
1070,0.042206,10.0004
1071,0.042782,9.99975
1072,0.041886,10.0014
1073,0.040446,9.99891
1074,0.043198,10.0046
1075,0.041055,9.99514
1076,0.050622,10.0032
1077,0.046878,9.99744
1078,0.04339,10.0003
1079,0.047102,9.99978
1080,0.041886,10.002
1081,0.042974,9.99696
1082,0.039806,9.9985
1083,0.041438,10.004
1084,0.039903,9.99635
1085,0.045055,9.99959
1086,0.044638,10.0048
1087,0.044542,9.99523
1088,0.04115,10.0009
1089,0.045918,10.0014
1090,0.04211,9.99856
1091,0.040574,10.0042
1092,0.046622,9.99671
1093,0.041214,9.99914
1094,0.049118,9.99997
1095,0.047454,10.0005
1096,0.045566,10.0002
1097,0.042047,10.0006
1098,0.041886,9.99972
1099,0.04051,9.99923
1100,0.040702,9.99872
1101,0.044094,9.99955
1102,0.042142,10.0026
1103,0.048734,9.99837
1104,0.04195,10.0021
1105,0.041566,9.99987
1106,0.039647,10.0004
1107,0.050046,9.99946
1108,0.043775,9.99744
1109,0.04131,10.0017
1110,0.044222,10.0008
1111,0.043422,9.99952
1112,0.04147,9.99895
1113,0.046206,10.0014
1114,0.045854,9.99789
1115,0.040446,9.99959
1116,0.042174,10.0009
1117,0.045374,10.0003
1118,0.042047,9.99994
1119,0.047678,10.0005
1120,0.040767,10.001
1121,0.041118,9.99981
1122,0.041694,10.003
1123,0.041374,9.99479
1124,0.041182,10
1125,0.040446,10.0021
1126,0.042142,9.99853
1127,0.040382,10.0015
1128,0.046014,9.99843
1129,0.071357,10.4613
1130,0.13753,9.55685
1131,0.10342,9.98557
1132,0.219767,10.0267
1133,0.143578,9.97904
1134,1.39604,9.99584
1135,0.241558,9.99386
1136,0.196951,10.0085
1137,0.171737,9.99488
1138,0.15545,9.99773
1139,0.156506,10.0031
1140,0.14777,9.99827
1141,0.156122,10.0023
1142,0.14585,9.99987
1143,0.148378,10.0017
1144,0.147577,9.99744
1145,0.144602,9.99875
1146,0.141082,10.0008
1147,0.13817,10.0032
1148,0.142554,10
1149,0.141594,9.99722
1150,0.138266,9.99885
1151,0.139514,10.0005
1152,0.141498,10.0028
1153,0.14665,9.99907
1154,0.145786,10.0018
1155,0.146266,9.99821
1156,0.141754,9.99968
1157,0.14425,10.002
